1	2	3	4	165.3	-3	36.601932038835
2	4	5	8	21	-3	48.2647183098591
3	6	7	6	945.75	-3	32.1619436997319
4	8	9	1	214.3	-3	31.8669318181818
5	10	11	7	767.55	-3	55.6269897959184
6	12	13	1	293.4	-3	36.8646101694915
7	14	15	8	10.5	-3	29.0859201773836
8	16	17	3	170.25	-3	17.5266666666667
9	18	19	5	15.1	-3	35.5544285714286
10	20	21	7	728.5	-3	70.3428888888889
11	22	23	8	42	-3	51.2414569536424
12	24	25	6	928.6	-3	28.6851655629139
13	26	27	2	153.15	-3	45.4416666666667
14	28	29	7	621.5	-3	15.5477966101695
15	30	31	1	502.5	-3	33.8832132132132
16	32	33	4	141.85	-3	13.336
17	34	35	7	775.95	-3	22.765
18	36	37	8	5	-3	33.3184
19	38	39	8	5	-3	41.1445
20	40	41	2	12	-3	60.5368421052632
21	42	43	2	158.5	-3	77.5088461538462
22	44	45	3	99.35	-3	45.7621739130435
23	46	47	2	48.4	-3	55.8520731707317
24	48	49	8	17.5	-3	26.3169444444445
25	50	51	8	17.5	-3	34.6332558139535
26	52	53	6	857.75	-3	42.4595652173913
27	54	55	4	180.9	-3	57.2672413793103
28	56	57	4	194.5	-3	34.05625
29	58	59	8	5	-3	14.2017272727273
30	60	61	7	638	-3	33.1932923076923
31	62	63	1	532.5	-3	61.91125
32	0	0	0	0	-1	7.75
33	64	65	3	125.3	-3	14.7325
34	0	0	0	0	-1	23.5783333333333
35	0	0	0	0	-1	20.325
36	66	67	6	970.45	-3	25.3975
37	68	69	5	12.05	-3	40.63
38	70	71	7	704.35	-3	33.89
39	72	73	2	170.1	-3	48.399
40	74	75	6	1047.5	-3	66.7355555555555
41	76	77	8	42	-3	54.958
42	0	0	0	0	-1	79.5375
43	78	79	7	760.4	-3	77.14
44	80	81	5	6	-3	58.0632432432432
45	82	83	3	174.8	-3	31.5390625
46	84	85	5	10.85	-3	49.418
47	86	87	6	941.4	-3	65.9053125
48	88	89	1	269.5	-3	11.7745833333333
49	90	91	6	901.2	-3	30.4719047619048
50	92	93	7	749.5	-3	15.93875
51	94	95	8	135	-3	38.9062857142857
52	96	97	8	42	-3	51.5926923076923
53	98	99	7	721.5	-3	39.7914606741573
54	100	101	4	172.5	-3	51.7466666666667
55	102	103	8	17.5	-3	63.1821428571429
56	0	0	0	0	-1	44.222
57	0	0	0	0	-1	17.1133333333333
58	104	105	4	193.5	-3	11.2123076923077
59	106	107	6	1072.7	-3	16.8818965517241
60	108	109	7	612.4	-3	51.7942857142857
61	110	111	7	758.95	-3	32.3559485530547
62	0	0	0	0	-1	58.85
63	0	0	0	0	-1	67.0133333333333
64	0	0	0	0	-1	13.8733333333333
65	0	0	0	0	-1	15.248
66	112	113	6	895.05	-3	28.8309090909091
67	114	115	4	145.4	-3	22.4923076923077
68	116	117	4	163.45	-3	42.6994444444444
69	118	119	7	894.4	-3	35.97375
70	0	0	0	0	-1	28.6
71	120	121	1	447	-3	35.2125
72	122	123	7	890.4	-3	47.2111111111111
73	0	0	0	0	-1	59.09
74	0	0	0	0	-1	77.4525
75	0	0	0	0	-1	58.162
76	124	125	5	13.75	-3	53.435
77	0	0	0	0	-1	57.2425
78	0	0	0	0	-1	77.23
79	0	0	0	0	-1	76.24
80	126	127	7	874.5	-3	70.2011111111111
81	128	129	4	161.35	-3	54.1617857142857
82	130	131	6	947.5	-3	33.8417857142857
83	0	0	0	0	-1	15.42
84	132	133	1	201.35	-3	43.9048
85	134	135	7	896.75	-3	54.9312
86	136	137	8	73.5	-3	63.7238095238095
87	138	139	3	12.25	-3	70.07
88	140	141	8	5	-3	8.41333333333333
89	142	143	4	185.5	-3	17.3766666666667
90	144	145	6	896.35	-3	28.7135384615385
91	146	147	5	2.75	-3	36.4873684210526
92	0	0	0	0	-1	23.4733333333333
93	0	0	0	0	-1	11.418
94	148	149	4	174.35	-3	34.0861904761905
95	150	151	7	632	-3	46.1364285714286
96	152	153	8	17.5	-3	45.3563157894737
97	154	155	6	837.05	-3	68.52
98	156	157	4	173.45	-3	43.9684615384615
99	158	159	8	17.5	-3	33.9210810810811
100	0	0	0	0	-1	53.8971428571429
101	160	161	7	757.4	-3	49.865
102	0	0	0	0	-1	48.4
103	162	163	2	173.5	-3	67.2136363636364
104	164	165	2	131.1	-3	13.5368965517241
105	166	167	1	193.7	-3	8.28130434782609
106	168	169	2	61.3	-3	17.6160416666667
107	0	0	0	0	-1	13.358
108	0	0	0	0	-1	61.075
109	170	171	6	1046	-3	48.082
110	172	173	1	165.9	-3	35.348
111	174	175	5	9.95	-3	31.04
112	0	0	0	0	-1	25.2
113	176	177	7	733.9	-3	30.9057142857143
114	178	179	6	1081.25	-3	25.7633333333333
115	180	181	4	159.35	-3	19.6885714285714
116	182	183	3	51.75	-3	41.049375
117	0	0	0	0	-1	55.9
118	0	0	0	0	-1	38.2025
119	0	0	0	0	-1	33.745
120	0	0	0	0	-1	32.22
121	0	0	0	0	-1	40.2
122	0	0	0	0	-1	47.94
123	0	0	0	0	-1	46.3
124	0	0	0	0	-1	53.682
125	0	0	0	0	-1	52.2
126	184	185	4	143	-3	68.8328571428571
127	0	0	0	0	-1	74.99
128	186	187	7	812.85	-3	55.6968
129	0	0	0	0	-1	41.37
130	0	0	0	0	-1	62.94
131	188	189	4	133.95	-3	32.7640740740741
132	190	191	5	10.35	-3	39.7286666666667
133	192	193	3	123.1	-3	50.169
134	194	195	1	250.7	-3	56.2909090909091
135	0	0	0	0	-1	44.96
136	196	197	2	101.7	-3	63.6538461538462
137	198	199	4	155.7	-3	63.8375
138	200	201	7	827.9	-3	74.915
139	0	0	0	0	-1	64.256
140	0	0	0	0	-1	5.91999999999999
141	0	0	0	0	-1	9.66
142	0	0	0	0	-1	18.765
143	0	0	0	0	-1	14.6
144	202	203	1	263.25	-3	30.0363934426229
145	0	0	0	0	-1	8.54
146	204	205	6	911.5	-3	27.7916666666667
147	206	207	2	147.8	-3	40.5007692307692
148	0	0	0	0	-1	39.705
149	208	209	3	98.1	-3	32.7641176470588
150	0	0	0	0	-1	38.764
151	210	211	2	152	-3	50.2322222222222
152	212	213	6	837.05	-3	38.5975
153	214	215	1	400.75	-3	50.2718181818182
154	0	0	0	0	-1	64.74
155	0	0	0	0	-1	73.56
156	0	0	0	0	-1	35.955
157	216	217	5	4.95	-3	44.289
158	218	219	2	11	-3	21.7133333333333
159	220	221	5	10.55	-3	37.845
160	0	0	0	0	-1	48.32
161	0	0	0	0	-1	52.44
162	0	0	0	0	-1	56.6133333333333
163	222	223	7	683.9	-3	71.18875
164	224	225	6	956	-3	14.265
165	0	0	0	0	-1	10.042
166	0	0	0	0	-1	5.59777777777777
167	226	227	1	279.65	-3	10.0064285714286
168	228	229	7	782	-3	19.3652380952381
169	230	231	1	188.7	-3	16.2555555555555
170	232	233	1	365.5	-3	49.8214285714286
171	0	0	0	0	-1	44.0233333333333
172	234	235	3	142.75	-3	26.198
173	236	237	3	117.85	-3	37.788
174	238	239	6	1065.9	-3	31.5154285714286
175	240	241	4	173.5	-3	14.4
176	0	0	0	0	-1	30.19
177	0	0	0	0	-1	31.86
178	0	0	0	0	-1	26.212
179	0	0	0	0	-1	23.52
180	0	0	0	0	-1	18.308
181	0	0	0	0	-1	23.14
182	0	0	0	0	-1	49.11
183	242	243	5	11.25	-3	39.8978571428571
184	0	0	0	0	-1	67.57
185	0	0	0	0	-1	71.99
186	0	0	0	0	-1	66.856
187	244	245	1	406.8	-3	52.907
188	0	0	0	0	-1	24.24
189	246	247	3	125	-3	33.446
