1	2	3	4	175.55	-3	35.5113786407767
2	4	5	8	21	-3	43.3647132169576
3	6	7	4	224.5	-3	30.5047217806041
4	8	9	8	5	-3	30.5016551724138
5	10	11	3	68.5	-3	50.6504296875
6	12	13	8	10.5	-3	29.3018608695652
7	14	15	1	251.75	-3	43.312962962963
8	16	17	2	94.05	-3	23.4434246575342
9	18	19	7	764.3	-3	37.6579166666667
10	20	21	6	968	-3	61.4516853932584
11	22	23	8	42	-3	44.8940718562874
12	24	25	7	722.65	-3	15.5270481927711
13	26	27	3	142.4	-3	34.8926161369193
14	28	29	7	632	-3	35.345
15	30	31	7	632	-3	46.10175
16	32	33	2	6.8	-3	20.235306122449
17	34	35	4	172.6	-3	29.9933333333333
18	36	37	1	350.25	-3	45.2603448275862
19	38	39	2	74.65	-3	32.5306976744186
20	40	41	4	166.4	-3	64.8686538461538
21	42	43	6	1002.3	-3	56.6494594594595
22	44	45	2	15.4	-3	40.017972972973
23	46	47	7	793.8	-3	48.7739784946237
24	48	49	5	10.7	-3	24.5573333333333
25	50	51	7	848	-3	13.5350735294118
26	52	53	6	886.45	-3	36.6236813186813
27	54	55	1	158.7	-3	20.8902222222222
28	0	0	0	0	-1	31.03625
29	56	57	7	682.7	-3	41.09
30	0	0	0	0	-1	39.0127777777778
31	0	0	0	0	-1	51.9018181818182
32	58	59	5	3.75	-3	16.8345454545455
33	60	61	6	986.65	-3	23.0062962962963
34	62	63	2	195.05	-3	32.78
35	0	0	0	0	-1	16.06
36	64	65	6	1015	-3	36.0933333333333
37	66	67	2	11	-3	49.3855
38	68	69	5	10.85	-3	29.4382352941176
39	70	71	5	15.4	-3	44.2133333333333
40	72	73	6	874.05	-3	66.564
41	74	75	8	59.5	-3	53.97
42	76	77	1	298.35	-3	42.5255555555556
43	78	79	7	793.1	-3	61.1892857142857
44	80	81	7	771.95	-3	33.9635714285714
45	82	83	3	158.95	-3	47.964375
46	84	85	7	786.7	-3	53.185641025641
47	86	87	6	992.9	-3	45.5877777777778
48	88	89	6	949.25	-3	21.6748148148148
49	0	0	0	0	-1	50.5
50	90	91	1	295.9	-3	14.5978378378378
51	92	93	1	197.7	-3	8.8164
52	94	95	1	361	-3	44.1820895522388
53	96	97	3	94.35	-3	34.9185858585859
54	98	99	4	192.5	-3	15.2664285714286
55	100	101	4	185.5	-3	30.1529411764706
56	0	0	0	0	-1	43.582
57	0	0	0	0	-1	28.63
58	0	0	0	0	-1	28.02
59	102	103	4	161.25	-3	15.716
60	104	105	3	86.5	-3	26.94625
61	106	107	1	216.55	-3	17.2754545454546
62	108	109	6	1040.55	-3	33.6666666666667
63	0	0	0	0	-1	24.8
64	0	0	0	0	-1	32.0675
65	0	0	0	0	-1	39.314
66	0	0	0	0	-1	57.9725
67	110	111	3	39.5	-3	47.23875
68	112	113	4	164.3	-3	24.47
