1	2	3	6	946.9	-3	36.1371359223301
2	4	5	8	42	-3	42.9033333333333
3	6	7	1	402.5	-3	31.9109305993691
4	8	9	4	191.65	-3	38.0821071428571
5	10	11	5	7.2	-3	54.540775862069
6	12	13	8	10.5	-3	30.5690598290598
7	14	15	4	197.5	-3	47.9312244897959
8	16	17	6	944.35	-3	45.3825949367089
9	18	19	4	193.15	-3	28.6273770491803
10	20	21	6	941	-3	45.999014084507
11	22	23	1	389.25	-3	68.0177777777778
12	24	25	7	620.9	-3	16.2865562913907
13	26	27	7	638	-3	35.5383179723502
14	28	29	8	10.5	-3	50.8870588235294
15	30	31	8	21	-3	41.2313333333333
16	32	33	8	5	-3	43.9358273381295
17	34	35	8	17.5	-3	55.9668421052632
18	36	37	1	344.5	-3	21.5162790697674
19	38	39	1	244.8	-3	32.4979746835443
20	40	41	7	632	-3	46.324
21	0	0	0	0	-1	23.25
22	42	43	6	940	-3	66.2688
23	44	45	1	424.5	-3	70.204
24	46	47	8	5	-3	37.2
25	48	49	5	10.8	-3	15.4211724137931
26	50	51	1	356.75	-3	50.273
27	52	53	3	12.25	-3	35.1908018867925
28	54	55	6	1046	-3	37.2966666666667
29	56	57	7	728.5	-3	58.3
30	58	59	8	10.5	-3	34.4533333333333
31	60	61	7	613.1	-3	45.75
32	62	63	1	406	-3	31.1311111111111
33	64	65	3	161.5	-3	45.8406611570248
34	66	67	8	5	-3	42.5888888888889
35	68	69	5	9.2	-3	68.007
36	70	71	1	140.75	-3	17.7672727272727
37	72	73	4	192.5	-3	33.888
38	74	75	8	5	-3	22.4446428571429
39	76	77	6	834.05	-3	38.0174509803922
40	78	79	2	190	-3	40.3455555555556
41	80	81	8	135	-3	50.0779069767442
42	82	83	7	903.05	-3	61.245
43	84	85	2	235.9	-3	70.9061538461538
44	86	87	4	146.65	-3	76.5828571428571
45	88	89	7	863.8	-3	66.7692307692308
46	0	0	0	0	-1	28.7333333333333
47	0	0	0	0	-1	45.6666666666667
48	90	91	6	970.3	-3	14.492213740458
49	92	93	5	11.25	-3	24.1135714285714
50	94	95	7	630.5	-3	46.98
51	0	0	0	0	-1	55.2125
52	96	97	2	188.5	-3	31.8733522727273
53	98	99	1	164.8	-3	37.5451209677419
54	0	0	0	0	-1	32.3825
55	0	0	0	0	-1	47.125
56	100	101	4	156.5	-3	56.8115
57	0	0	0	0	-1	73.185
58	0	0	0	0	-1	33.21
59	0	0	0	0	-1	36.94
60	0	0	0	0	-1	48.946
61	0	0	0	0	-1	41.755
62	102	103	2	104.6	-3	26.926
63	104	105	6	868.5	-3	36.3875
64	106	107	7	893.35	-3	47.4270434782609
65	108	109	6	844	-3	15.435
66	0	0	0	0	-1	36.46
67	0	0	0	0	-1	50.25
68	0	0	0	0	-1	43.57
69	110	111	5	11.5	-3	70.7222222222222
70	0	0	0	0	-1	8.758
71	112	113	6	888.9	-3	19.3760714285714
