1	2	3	4	175.55	-3	36.2204466019417
2	4	5	5	10.05	-3	45.4543684210526
3	6	7	8	21	-3	30.8221538461538
4	8	9	1	305.25	-3	40.540067114094
5	10	11	3	86.5	-3	48.6241991341991
6	12	13	4	208	-3	18.0561538461539
7	14	15	8	42	-3	36.2932967032967
8	16	17	7	796.45	-3	36.8136885245902
9	18	19	4	156.5	-3	57.3777777777778
10	20	21	1	209.95	-3	55.52616
11	22	23	1	190.75	-3	40.4850943396226
12	24	25	4	187.95	-3	17.1391061452514
13	26	27	8	5	-3	28.315625
14	28	29	7	803.6	-3	32.2354642857143
15	30	31	7	752.15	-3	42.7858285714286
16	32	33	8	21	-3	40.3596875
17	34	35	7	882.95	-3	32.9008620689655
18	36	37	4	145.5	-3	71.805
19	38	39	8	17.5	-3	53.2557142857143
20	40	41	7	681.4	-3	38.44375
21	42	43	7	728.5	-3	56.694188034188
22	44	45	3	156.95	-3	26.91125
23	46	47	3	124.6	-3	44.4579268292683
24	48	49	7	782.75	-3	20.4362686567164
25	50	51	7	734.75	-3	15.1666964285714
26	0	0	0	0	-1	18.6125
27	52	53	3	61.5	-3	31.55
28	54	55	7	801.5	-3	35.2787817258883
29	56	57	4	192.5	-3	25.0121686746988
30	58	59	4	190.5	-3	49.798
31	60	61	7	848	-3	36.8808421052632
32	62	63	5	8.85	-3	27.753125
33	64	65	8	42	-3	44.561875
34	66	67	7	857.8	-3	35.0155
35	68	69	1	179.85	-3	28.2016666666667
36	0	0	0	0	-1	81.75
37	0	0	0	0	-1	66.8325
38	70	71	8	5	-3	35.2114285714286
39	72	73	8	73	-3	62.2778571428571
40	0	0	0	0	-1	37.43
41	0	0	0	0	-1	39.4575
42	74	75	2	87.6	-3	51.1353333333333
43	76	77	4	139.8	-3	57.5116666666667
44	78	79	3	137.65	-3	31.7405882352941
45	80	81	3	184.5	-3	15.1828571428571
46	82	83	1	252.05	-3	42.5769642857143
47	84	85	3	166.1	-3	48.5092307692308
48	86	87	5	8.7	-3	22.3946511627907
49	88	89	2	7.5	-3	16.9275
50	90	91	2	96.4	-3	24.105
51	92	93	1	199.3	-3	13.6769791666667
52	94	95	6	967.75	-3	31.162
53	0	0	0	0	-1	33.49
54	96	97	2	16.3	-3	34.9488659793814
55	0	0	0	0	-1	56.6133333333333
56	98	99	6	1094	-3	26.6972413793103
57	100	101	4	193.65	-3	21.1028
58	102	103	1	250.85	-3	67.39
59	104	105	2	42.75	-3	47.2848571428571
60	106	107	7	781.25	-3	39.0491176470588
61	108	109	4	188.35	-3	31.42
62	110	111	7	758.35	-3	25.8644444444444
63	112	113	7	750.05	-3	30.1814285714286
64	114	115	3	121.95	-3	39.6945454545455
65	116	117	3	165.4	-3	48.6803846153846
66	118	119	8	21	-3	31.621935483871
67	120	121	3	95.9	-3	46.7044444444444
68	0	0	0	0	-1	16.88
69	122	123	4	167.9	-3	28.8676470588235
70	0	0	0	0	-1	26.45
71	0	0	0	0	-1	38.716
72	124	125	6	907.35	-3	58.9788888888889
73	0	0	0	0	-1	68.216
74	126	127	8	17.5	-3	51.2941666666667
75	0	0	0	0	-1	50.5
76	128	129	5	27.8	-3	51.4909090909091
77	130	131	6	945.75	-3	58.2394505494506
78	132	133	8	15.5	-3	30.3223076923077
79	0	0	0	0	-1	36.35
80	134	135	6	967	-3	15.47
81	0	0	0	0	-1	13.46
82	136	137	4	143.45	-3	40.6635714285714
83	138	139	1	276.05	-3	44.4903571428571
84	140	141	2	18.1	-3	52.0175
85	142	143	7	775.95	-3	42.896
86	144	145	7	766	-3	21.1724390243902
87	0	0	0	0	-1	47.45
88	146	147	8	10.5	-3	13.33
89	148	149	7	785.45	-3	24.1225
90	150	151	7	716.6	-3	30.375
91	152	153	7	661.8	-3	17.835
92	154	155	8	5	-3	8.70444444444444
93	156	157	1	349.5	-3	15.6227536231884
94	0	0	0	0	-1	31.7777777777778
95	0	0	0	0	-1	25.62
96	158	159	1	309.15	-3	30.1063636363636
97	160	161	4	191.65	-3	37.44578125
98	162	163	5	9.25	-3	27.9429411764706
99	0	0	0	0	-1	17.6214285714286
100	164	165	5	4.5	-3	15.47625
101	166	167	2	105.8	-3	23.7505882352941
102	0	0	0	0	-1	48.59
103	168	169	6	1033.85	-3	69.4788888888889
104	170	171	6	877	-3	53.8073684210526
105	172	173	7	632	-3	44.8549019607843
106	174	175	6	954	-3	36.1546428571429
107	176	177	4	184.2	-3	41.07525
108	0	0	0	0	-1	42.35
109	178	179	7	860.1	-3	30.5456
110	0	0	0	0	-1	33.09
111	180	181	4	167.5	-3	24.96125
112	0	0	0	0	-1	15.82
113	182	183	7	765.5	-3	32.575
114	184	185	7	787.3	-3	47.1833333333333
115	186	187	4	172.15	-3	34.51
116	188	189	5	7.25	-3	46.9436842105263
117	190	191	6	1031.45	-3	53.3942857142857
118	192	193	1	181.35	-3	18.3555555555556
119	194	195	6	912.55	-3	37.0490909090909
120	0	0	0	0	-1	51.376
121	0	0	0	0	-1	40.865
122	196	197	5	8.1	-3	27.3716666666667
123	0	0	0	0	-1	32.458
124	0	0	0	0	-1	46.195
125	198	199	8	42	-3	62.6314285714286
126	0	0	0	0	-1	38.8733333333333
127	0	0	0	0	-1	55.4344444444444
128	0	0	0	0	-1	52.0875
129	0	0	0	0	-1	49.9
130	200	201	6	889.1	-3	56.6176811594203
131	202	203	1	281.75	-3	63.3259090909091
132	0	0	0	0	-1	7.4
133	204	205	8	42	-3	32.2325
134	0	0	0	0	-1	15.42
135	0	0	0	0	-1	15.57
136	0	0	0	0	-1	45.735
137	206	207	5	10.85	-3	39.8183333333333
138	208	209	4	154.15	-3	53.3942857142857
139	210	211	4	151	-3	41.522380952381
140	212	213	8	64	-3	53.9977777777778
141	0	0	0	0	-1	49.4714285714286
142	0	0	0	0	-1	41.53
143	0	0	0	0	-1	48.36
144	214	215	1	293.6	-3	22.6262068965517
145	216	217	7	769.65	-3	17.6591666666667
146	218	219	8	5	-3	12.5573333333333
147	0	0	0	0	-1	24.92
148	0	0	0	0	-1	30.39
149	220	221	3	82.75	-3	22.0333333333333
150	222	223	1	485.5	-3	32.37
151	0	0	0	0	-1	24.39
152	0	0	0	0	-1	22.715
153	224	225	8	5	-3	16.2083333333333
154	226	227	4	197.75	-3	6.87916666666667
155	228	229	6	975.1	-3	10.1646666666667
156	230	231	6	947.95	-3	15.05375
157	0	0	0	0	-1	22.906
158	232	233	6	888.85	-3	22.7827027027027
159	234	235	7	659.35	-3	39.4503448275862
160	236	237	6	845.6	-3	41.1267164179105
161	238	239	3	105.95	-3	33.4027868852459
162	240	241	1	156.55	-3	30.115641025641
163	242	243	1	148.55	-3	20.8816666666667
164	0	0	0	0	-1	27.53
165	244	245	2	91.5	-3	13.7542857142857
166	246	247	7	860.6	-3	24.5135714285714
167	0	0	0	0	-1	20.19
168	248	249	1	373.85	-3	72.9166666666667
169	0	0	0	0	-1	62.6033333333333
170	0	0	0	0	-1	61.86
171	250	251	8	317.5	-3	52.86
172	252	253	2	190	-3	40.0659259259259
173	254	255	8	225	-3	50.2425
174	0	0	0	0	-1	48.79
175	256	257	3	140.8	-3	34.6384
176	0	0	0	0	-1	55.702
177	258	259	1	136.3	-3	38.9857142857143
178	260	261	5	4.95	-3	32.9630769230769
179	262	263	4	192.5	-3	27.9266666666667
180	264	265	1	170.25	-3	27.125
181	0	0	0	0	-1	18.47
182	0	0	0	0	-1	33.22
183	0	0	0	0	-1	31.285
184	266	267	5	9.55	-3	50.31
185	0	0	0	0	-1	40.93
186	268	269	2	47.65	-3	31.375
187	0	0	0	0	-1	39.526
188	270	271	2	21.05	-3	41.4955555555556
189	272	273	2	49.5	-3	51.847
190	274	275	1	170.25	-3	54.7316666666667
191	0	0	0	0	-1	45.37
192	0	0	0	0	-1	29.75
193	276	277	8	8.5	-3	16.93125
194	0	0	0	0	-1	52.825
195	278	279	6	1003.15	-3	35.4715
196	0	0	0	0	-1	26.032
197	280	281	8	8.5	-3	28.3285714285714
198	282	283	4	174	-3	63.0883333333333
199	0	0	0	0	-1	59.89
200	284	285	8	17.5	-3	54.916
201	286	287	7	756.25	-3	57.9266666666667
202	288	289	8	21	-3	56.60875
203	290	291	4	156.2	-3	67.1642857142857
204	292	293	5	13	-3	29.949
205	0	0	0	0	-1	43.65
206	0	0	0	0	-1	42.57
207	294	295	1	234	-3	39.268
208	296	297	8	8.5	-3	49.5866666666667
209	0	0	0	0	-1	76.24
210	0	0	0	0	-1	55.45
211	298	299	5	14.1	-3	40.0563157894737
212	300	301	1	315.9	-3	50.4485714285714
213	0	0	0	0	-1	66.42
214	302	303	8	10.5	-3	19.2669230769231
215	304	305	3	66	-3	25.355625
216	0	0	0	0	-1	16.452
217	306	307	8	5	-3	18.5214285714286
218	0	0	0	0	-1	13.82
219	308	309	1	245	-3	12.4671428571429
220	0	0	0	0	-1	17.84
221	0	0	0	0	-1	24.13
222	0	0	0	0	-1	31.18
223	0	0	0	0	-1	33.56
224	0	0	0	0	-1	12.8766666666667
225	0	0	0	0	-1	19.54
226	0	0	0	0	-1	7.43300000000001
227	0	0	0	0	-1	4.11
228	310	311	4	197.75	-3	9.845
229	0	0	0	0	-1	14.64
230	312	313	7	920.15	-3	11.2045454545455
231	314	315	3	47.85	-3	15.852641509434
232	316	317	3	113.4	-3	28.3671428571429
233	318	319	1	162.25	-3	21.4796666666667
234	0	0	0	0	-1	52.045
235	0	0	0	0	-1	37.4352
236	320	321	1	395	-3	63.98
237	322	323	5	8.7	-3	38.8788524590164
238	324	325	6	942.4	-3	35.1857777777778
239	326	327	2	154.05	-3	28.388125
240	328	329	3	112.45	-3	23.3266666666667
241	330	331	6	910.6	-3	34.35875
242	0	0	0	0	-1	13.702
243	332	333	6	848.15	-3	26.01
244	0	0	0	0	-1	9.74
245	0	0	0	0	-1	23.79
246	334	335	5	6.3	-3	27.739
247	0	0	0	0	-1	16.45
248	0	0	0	0	-1	80.2
249	0	0	0	0	-1	71.46
250	336	337	7	695.5	-3	53.2223076923077
251	0	0	0	0	-1	51.6825
252	0	0	0	0	-1	41.6255
253	0	0	0	0	-1	35.61
254	338	339	7	705.1	-3	48.4785714285714
255	340	341	2	95	-3	52.712
256	342	343	3	118.25	-3	35.404
257	0	0	0	0	-1	31.576
258	0	0	0	0	-1	34.04
259	344	345	4	192.5	-3	39.6238709677419
260	346	347	6	969	-3	32.28
261	0	0	0	0	-1	41.16
262	0	0	0	0	-1	29.594
263	348	349	8	272.5	-3	26.7357142857143
264	0	0	0	0	-1	25.948
265	0	0	0	0	-1	33.01
266	0	0	0	0	-1	47.4
267	0	0	0	0	-1	51.765
268	0	0	0	0	-1	28.464
269	0	0	0	0	-1	36.2266666666667
270	0	0	0	0	-1	44.584
271	0	0	0	0	-1	37.635
272	0	0	0	0	-1	48.67
273	350	351	4	163.95	-3	53.2085714285714
