1	2	3	4	0.0586454	-3	0.00937529
2	0	0	0	0	-1	0.1484
3	4	29	2	0.0847401	-3	0.00520454
4	5	8	7	0.280003	-3	0.0122887
5	6	7	8	59	-3	0.111969
6	0	0	0	0	-1	0.236371
7	0	0	0	0	-1	-0.0411402
8	9	28	1	0.196795	-3	0.00551884
9	10	25	5	0.00530863	-3	0.0097101
10	11	22	4	0.0897263	-3	0.017137
11	12	13	1	0.0694413	-3	0.0121739
12	0	0	0	0	-1	-0.0465556
13	14	15	1	0.0892886	-3	0.0181025
14	0	0	0	0	-1	0.0664479
15	16	17	1	0.0993905	-3	0.00587277
16	0	0	0	0	-1	-0.104164
17	18	19	1	0.110773	-3	0.0212382
18	0	0	0	0	-1	0.0850516
19	20	21	5	0.00480326	-3	0.00501449
20	0	0	0	0	-1	-0.00693224
21	0	0	0	0	-1	0.117454
22	23	24	5	0.00262173	-3	0.0789987
23	0	0	0	0	-1	0.14237
24	0	0	0	0	-1	-0.00549586
25	26	27	1	0.157631	-3	-0.0659643
26	0	0	0	0	-1	-0.140273
27	0	0	0	0	-1	0.0214579
28	0	0	0	0	-1	-0.127957
29	30	33	5	0.000656168	-3	-0.0682132
30	31	32	7	0.306055	-3	-0.144633
31	0	0	0	0	-1	-0.211196
32	0	0	0	0	-1	-0.047814
33	0	0	0	0	-1	0.0531595
