1	2	31	1	0.196795	-3	0.00370128
2	3	30	1	0.185062	-3	0.0123399
3	4	5	4	0.0594783	-3	0.00600553
4	0	0	0	0	-1	-0.246283
5	6	27	6	0.455291	-3	0.0119608
6	7	26	5	0.00689451	-3	0.0222359
7	8	11	8	5	-3	0.0268172
8	9	10	2	0.00630089	-3	-0.0389934
9	0	0	0	0	-1	0.0556715
10	0	0	0	0	-1	-0.144177
11	12	13	4	0.0724292	-3	0.0373543
12	0	0	0	0	-1	0.106723
13	14	23	2	0.0706892	-3	0.0172473
14	15	20	2	0.0620334	-3	-0.00892637
15	16	19	2	0.0494357	-3	0.00575333
16	17	18	6	0.440809	-3	-0.0189086
17	0	0	0	0	-1	-0.046358
18	0	0	0	0	-1	0.0956214
19	0	0	0	0	-1	0.108512
20	21	22	1	0.101673	-3	-0.138947
21	0	0	0	0	-1	-0.261463
22	0	0	0	0	-1	-0.00417865
23	24	25	5	0.00411246	-3	0.0957684
24	0	0	0	0	-1	0.0590186
25	0	0	0	0	-1	0.28954
26	0	0	0	0	-1	-0.14977
27	28	29	7	0.337307	-3	-0.0917686
28	0	0	0	0	-1	-0.168948
29	0	0	0	0	-1	0.0471543
30	0	0	0	0	-1	0.264132
31	32	33	7	0.272024	-3	-0.158771
32	0	0	0	0	-1	-0.0345292
33	0	0	0	0	-1	-0.303721
