1	2	3	4	1.35	-3	0.00239426
2	0	0	0	0	-1	-0.031058
3	4	23	3	0.505	-3	0.00286123
4	5	6	1	5.65	-3	0.00146216
5	0	0	0	0	-1	0.0213202
6	7	10	1	6.75	-3	0.000806189
7	8	9	3	0.105	-3	-0.0105048
8	0	0	0	0	-1	-0.0194043
9	0	0	0	0	-1	0.00383316
10	11	20	8	0.997395	-3	0.00266499
11	12	19	7	110	-3	0.00547803
12	13	16	11	10.95	-3	0.00652375
13	14	15	5	0.061	-3	0.0100636
14	0	0	0	0	-1	0.040538
15	0	0	0	0	-1	0.0083055
16	17	18	4	1.85	-3	-7.60366e-05
17	0	0	0	0	-1	0.0195059
18	0	0	0	0	-1	-0.00360078
19	0	0	0	0	-1	-0.0153134
20	21	22	6	34.5	-3	-0.00193698
21	0	0	0	0	-1	-0.00348919
22	0	0	0	0	-1	0.0189661
23	24	27	11	9.75	-3	0.0124869
24	25	26	1	11.15	-3	-0.00464898
25	0	0	0	0	-1	-0.018434
26	0	0	0	0	-1	0.0179084
27	28	29	3	0.585	-3	0.019486
28	0	0	0	0	-1	0.033835
29	30	31	6	8	-3	0.0095784
30	0	0	0	0	-1	0.0296639
31	32	33	2	0.385	-3	-0.0105071
32	0	0	0	0	-1	-0.0305451
33	0	0	0	0	-1	0.0077093
