1	2	33	10	1.16	-3	-6.3094e-05
2	3	4	4	2.225	-3	0.000106516
3	0	0	0	0	-1	0.0012551
4	5	26	10	0.715	-3	-0.00141029
5	6	7	2	0.335	-3	-0.0025709
6	0	0	0	0	-1	-0.0111704
7	8	21	9	3.395	-3	-0.00195144
8	9	16	9	3.325	-3	-0.00335854
9	10	11	10	0.485	-3	-0.00144767
10	0	0	0	0	-1	0.00881382
11	12	15	2	0.455	-3	-0.00273035
12	13	14	3	0.485	-3	-0.00745765
13	0	0	0	0	-1	-0.0141331
14	0	0	0	0	-1	-0.00183619
15	0	0	0	0	-1	-0.000581578
16	17	20	3	0.32	-3	-0.00798874
17	18	19	4	2.55	-3	-0.0111278
18	0	0	0	0	-1	-0.0196401
19	0	0	0	0	-1	-0.00446598
20	0	0	0	0	-1	0.00371125
21	22	25	11	11.95	-3	0.0023669
22	23	24	6	13.5	-3	0.00506465
23	0	0	0	0	-1	0.0108506
24	0	0	0	0	-1	0.000931836
25	0	0	0	0	-1	-0.0105823
26	27	30	2	0.45	-3	0.00196482
27	28	29	5	0.077	-3	0.00577947
28	0	0	0	0	-1	0.000554075
29	0	0	0	0	-1	0.0103778
30	31	32	11	11.15	-3	-0.00251739
31	0	0	0	0	-1	0.00102756
32	0	0	0	0	-1	-0.0131523
33	0	0	0	0	-1	-0.0134453
