1	2	3	11	10.525	-3	5.60225140712946
2	4	5	5	0.0975	-3	5.31850353892821
3	6	7	11	11.55	-3	6.06229508196721
4	8	9	3	0.51	-3	5.35900621118012
5	10	11	8	0.99518	-3	5.14130434782609
6	12	13	2	0.9125	-3	5.84958217270195
7	14	15	2	0.5925	-3	6.36653386454183
8	16	17	10	0.625	-3	5.33198924731182
9	18	19	8	0.9982	-3	5.68852459016393
10	0	0	0	0	-1	3.66666666666667
11	20	21	3	0.88	-3	5.16574585635359
12	22	23	2	0.405	-3	5.93805309734513
13	24	25	7	35.5	-3	4.35
14	26	27	1	6.55	-3	6.45410628019323
15	28	29	8	0.99241	-3	5.95454545454545
16	30	31	2	0.8725	-3	5.22290388548057
17	32	33	11	9.85	-3	5.54117647058824
18	34	35	10	0.675	-3	6.4375
19	36	37	4	4.9	-3	5.42222222222222
20	38	39	6	3.5	-3	5.18539325842697
21	0	0	0	0	-1	4
22	40	41	1	9.05	-3	6.20512820512821
23	42	43	11	10.65	-3	5.7972972972973
24	44	45	11	10.8	-3	3.8
25	46	47	6	13	-3	4.9
26	48	49	2	0.495	-3	6
27	50	51	11	11.75	-3	6.54335260115607
28	0	0	0	0	-1	7.25
29	52	53	5	0.069	-3	5.825
30	54	55	1	8.15	-3	5.24572649572649
31	56	57	6	6	-3	4.71428571428571
32	58	59	4	2.05	-3	5.375
33	60	61	9	3.55	-3	5.75675675675676
34	0	0	0	0	-1	5.5
35	62	63	11	9.75	-3	6.75
36	64	65	2	0.3175	-3	5.38636363636364
37	0	0	0	0	-1	7
38	0	0	0	0	-1	4
39	66	67	6	6.5	-3	5.20571428571429
40	68	69	7	55.5	-3	5.95714285714286
41	70	71	4	2.175	-3	6.57446808510638
42	72	73	1	6.95	-3	6.25
43	74	75	3	0.75	-3	5.75247524752475
44	0	0	0	0	-1	3
45	76	77	9	3.505	-3	3.88888888888889
46	0	0	0	0	-1	4
47	78	79	5	0.04	-3	5.125
48	80	81	11	13.55	-3	6.23809523809524
49	82	83	9	3.605	-3	5.61538461538461
50	84	85	4	1.775	-3	6.88461538461539
51	86	87	10	0.685	-3	6.48299319727891
52	88	89	10	0.555	-3	5.54545454545455
53	90	91	7	19	-3	6.16666666666667
54	92	93	8	0.995855	-3	5.321875
55	94	95	7	11.5	-3	5.08108108108108
56	0	0	0	0	-1	3.66666666666667
57	96	97	9	3.255	-3	4.88888888888889
58	98	99	8	0.99725	-3	5.18181818181818
59	100	101	2	0.245	-3	5.53846153846154
60	102	103	8	0.99797	-3	5.85714285714286
61	104	105	10	0.815	-3	5.3
62	0	0	0	0	-1	6
63	106	107	1	11.55	-3	6.9
64	108	109	5	0.077	-3	6.16666666666667
65	110	111	3	0.565	-3	5.26315789473684
66	112	113	1	8.75	-3	5.54545454545455
67	114	115	9	3.335	-3	5.12676056338028
68	116	117	9	3.395	-3	6.11320754716981
69	118	119	8	0.996425	-3	5.47058823529412
70	120	121	8	0.9953	-3	6.37931034482759
71	122	123	4	3.55	-3	6.88888888888889
72	124	125	6	29	-3	5.9
73	126	127	9	3.325	-3	6.6
74	128	129	5	0.0555	-3	5.73366834170854
75	0	0	0	0	-1	7
76	0	0	0	0	-1	3
77	130	131	4	1.9	-3	4.14285714285714
78	0	0	0	0	-1	6
79	132	133	11	0	-3	5
80	134	135	6	21	-3	6.06666666666667
81	136	137	3	0.055	-3	6.66666666666667
82	138	139	9	3.435	-3	6.125
83	0	0	0	0	-1	4.8
84	0	0	0	0	-1	5
85	140	141	7	18	-3	6.96
86	142	143	4	3.35	-3	6.21333333333333
87	144	145	5	0.0605	-3	6.76388888888889
88	146	147	3	0.035	-3	5.22222222222222
89	148	149	2	0.6875	-3	5.76923076923077
90	0	0	0	0	-1	6.75
91	150	151	10	0.815	-3	6
92	152	153	11	10.25	-3	5.1125
93	154	155	2	0.6475	-3	5.39166666666667
94	0	0	0	0	-1	6
95	156	157	1	11.65	-3	5.05555555555556
96	158	159	1	10.2	-3	5.11111111111111
97	160	161	9	3.315	-3	4.66666666666667
98	162	163	10	0.95	-3	5.04255319148936
99	164	165	4	1.95	-3	5.52631578947368
100	0	0	0	0	-1	7
101	166	167	9	3.465	-3	5.5
102	168	169	3	0.175	-3	5.70689655172414
103	170	171	6	17	-3	6.12121212121212
104	172	173	3	0.05	-3	5.17647058823529
105	0	0	0	0	-1	6
106	0	0	0	0	-1	6.75
107	0	0	0	0	-1	7
108	0	0	0	0	-1	8
109	0	0	0	0	-1	5.8
110	174	175	10	0.55	-3	5.64285714285714
111	176	177	11	9.1	-3	5.04166666666667
112	178	179	1	7.55	-3	5.77777777777778
113	180	181	1	10.75	-3	5.26666666666667
114	182	183	8	1.00251	-3	5.15873015873016
115	184	185	4	1.6	-3	4.875
116	186	187	5	0.043	-3	6
117	188	189	1	7.15	-3	6.75
118	190	191	2	0.34	-3	5.61538461538461
119	0	0	0	0	-1	5
120	192	193	1	9.2	-3	7
121	194	195	3	0.475	-3	6.21739130434783
122	196	197	2	0.38	-3	6.94117647058824
123	0	0	0	0	-1	6
124	198	199	1	6.8	-3	6
125	0	0	0	0	-1	5
126	0	0	0	0	-1	6
127	200	201	3	0.055	-3	6.85714285714286
128	202	203	4	1.65	-3	5.23076923076923
129	204	205	10	0.545	-3	5.76881720430108
130	0	0	0	0	-1	5
131	206	207	1	6.8	-3	4
132	0	0	0	0	-1	7
133	208	209	4	1.8	-3	5
134	210	211	1	6.3	-3	6
135	0	0	0	0	-1	6.2
136	0	0	0	0	-1	6.33333333333333
137	0	0	0	0	-1	7
138	0	0	0	0	-1	5.33333333333333
139	0	0	0	0	-1	6.6
140	212	213	8	0.996415	-3	7.25
141	214	215	2	0.245	-3	6.82352941176471
142	216	217	7	16	-3	6.11864406779661
143	218	219	11	12.05	-3	6.5625
144	220	221	7	15.5	-3	6.57894736842105
145	222	223	11	12.45	-3	6.83018867924528
146	0	0	0	0	-1	6
147	0	0	0	0	-1	5
148	0	0	0	0	-1	5.25
149	224	225	1	6.55	-3	6
150	226	227	9	3.555	-3	5.90909090909091
151	0	0	0	0	-1	6.33333333333333
152	228	229	5	0.068	-3	5
153	230	231	3	0.065	-3	5.6
154	232	233	3	0.025	-3	5.46629213483146
155	234	235	9	3.275	-3	5.17741935483871
156	236	237	6	4.5	-3	5.07857142857143
157	0	0	0	0	-1	4.25
158	238	239	11	0	-3	5
159	0	0	0	0	-1	5.5
160	0	0	0	0	-1	3.5
161	240	241	5	0.055	-3	5
162	242	243	7	71	-3	5.08888888888889
163	0	0	0	0	-1	4
164	244	245	1	7.65	-3	5.75
165	246	247	9	3.245	-3	5.14285714285714
166	248	249	5	0.0795	-3	5.37254901960784
167	250	251	2	0.855	-3	5.76
168	252	253	3	0.125	-3	6.05
169	254	255	5	0.0635	-3	5.52631578947368
170	256	257	1	9.9	-3	6.31578947368421
171	258	259	7	83.5	-3	5.85714285714286
172	260	261	1	7.2	-3	5
173	262	263	3	0.09	-3	5.42857142857143
174	0	0	0	0	-1	5
175	264	265	6	26.5	-3	5.81818181818182
176	0	0	0	0	-1	4.5
177	266	267	4	2.15	-3	5.15
178	268	269	4	2.25	-3	5.36363636363636
179	270	271	9	3.345	-3	6.42857142857143
180	272	273	11	8.75	-3	5
181	0	0	0	0	-1	5.8
182	274	275	9	2.88	-3	5.12396694214876
183	0	0	0	0	-1	6
184	0	0	0	0	-1	3
185	276	277	2	0.8675	-3	5
186	0	0	0	0	-1	5
187	278	279	3	0.375	-3	6.07142857142857
