1	2	3	4	178.05	-3	35.558427184466
2	4	5	1	256.1	-3	44.651435768262
3	6	7	1	302.8	-3	29.8555450236967
4	8	9	5	6.1	-3	33.2755688622754
5	10	11	1	389.25	-3	52.9113043478261
6	12	13	8	10.5	-3	24.4529230769231
7	14	15	7	710.85	-3	38.5264197530864
8	16	17	6	1058.65	-3	24.8479166666667
9	18	19	2	47.65	-3	34.69
10	20	21	3	86.2	-3	49.1914583333333
11	22	23	8	10.5	-3	59.1398837209302
12	24	25	2	289.1	-3	11.729
13	26	27	8	42	-3	30.108
14	28	29	7	645.45	-3	44.3149484536082
15	30	31	5	1.5	-3	34.6806164383562
16	32	33	7	878.65	-3	26.6305263157895
17	0	0	0	0	-1	18.074
18	34	35	6	1066.7	-3	32.848137254902
19	36	37	8	42	-3	39.2721951219512
20	38	39	7	803.85	-3	53.9625806451613
21	40	41	8	5	-3	40.4911764705882
22	42	43	8	5	-3	40.9455555555556
23	44	45	1	393.45	-3	63.9560294117647
24	46	47	1	189.1	-3	11.4984615384615
25	0	0	0	0	-1	20.72
26	48	49	1	255.25	-3	27.8362621359223
27	50	51	4	217	-3	37.42015625
28	52	53	1	318.9	-3	40.4390384615385
29	54	55	1	319.05	-3	48.7937777777778
30	56	57	6	1059.5	-3	30.3886725663717
31	58	59	1	326.35	-3	49.3772727272727
32	60	61	4	163.9	-3	27.4528571428571
33	0	0	0	0	-1	24.328
34	62	63	3	170.6	-3	35.0488732394366
35	64	65	8	21	-3	27.8077419354839
36	66	67	8	15.5	-3	31.9046428571429
37	68	69	2	74	-3	55.1407692307692
38	70	71	5	6.45	-3	55.9170422535211
39	72	73	8	42	-3	47.655
40	74	75	1	327.35	-3	23.8514285714286
41	76	77	3	118.75	-3	46.7872972972973
42	78	79	7	662.5	-3	36.48
43	80	81	3	39.5	-3	46.5275
44	0	0	0	0	-1	81.5333333333333
45	82	83	5	11.5	-3	63.1447692307692
46	84	85	6	994	-3	7.81783783783784
47	86	87	8	5	-3	13.20075
48	88	89	6	872.8	-3	26.4124137931035
49	90	91	5	5.25	-3	35.5784375
50	92	93	8	95	-3	36.0912727272727
51	94	95	8	135	-3	45.5411111111111
52	0	0	0	0	-1	22.93
53	96	97	8	21	-3	42.7228260869565
54	98	99	4	212	-3	40.12875
55	100	101	2	163	-3	53.5744827586207
56	102	103	8	21	-3	30.9932075471698
57	0	0	0	0	-1	21.2342857142857
58	104	105	1	321.7	-3	37.0941666666667
59	106	107	7	809.55	-3	56.3961904761905
60	108	109	8	8.5	-3	28.89
61	110	111	3	81.65	-3	25.5366666666667
62	112	113	1	212.55	-3	33.3590909090909
63	114	115	5	11.85	-3	40.8575
64	116	117	8	8.5	-3	20.1833333333333
65	118	119	1	201.35	-3	38.3646153846154
66	120	121	7	786.65	-3	19.8142857142857
67	122	123	1	159.4	-3	35.9347619047619
68	124	125	1	216.55	-3	57.4285714285714
69	126	127	3	146	-3	52.4716666666667
70	0	0	0	0	-1	81.75
71	128	129	1	319.3	-3	55.548
72	130	131	7	822.1	-3	42.731875
73	132	133	4	156.8	-3	60.7833333333333
74	134	135	3	96.8	-3	22.7883333333333
75	136	137	3	117.5	-3	24.64875
76	138	139	2	9.5	-3	43.9233333333333
77	140	141	7	771.25	-3	54.52
78	0	0	0	0	-1	41.64
79	142	143	1	457.5	-3	34.2685714285714
80	144	145	6	1030.5	-3	48.985
81	0	0	0	0	-1	39.155
82	146	147	8	73	-3	65.83625
83	148	149	2	65.15	-3	60.5348484848485
84	150	151	2	206	-3	7.40689655172414
85	152	153	6	1033.6	-3	9.3075
86	154	155	1	229.85	-3	11.5292307692308
87	156	157	4	217	-3	14.7907317073171
88	158	159	2	45.85	-3	29.8576595744681
89	160	161	7	800.55	-3	25.1374015748031
90	162	163	2	55.5	-3	26.2838461538462
91	164	165	1	299	-3	41.9378947368421
92	166	167	7	749.55	-3	34.3509090909091
93	168	169	6	976.2	-3	38.7018181818182
94	0	0	0	0	-1	33.12
95	170	171	7	632	-3	47.09375
96	172	173	6	1028.5	-3	33.0183333333333
97	174	175	7	603.5	-3	46.1479411764706
98	176	177	3	113.1	-3	34.32
99	0	0	0	0	-1	52.908
100	178	179	5	1.95	-3	51.9591304347826
101	180	181	5	10.7	-3	59.7666666666667
102	0	0	0	0	-1	21.8
103	182	183	1	458	-3	36.1305882352941
104	184	185	2	152.1	-3	41.3185714285714
105	0	0	0	0	-1	31.18
106	186	187	7	767.7	-3	59.1094117647059
107	0	0	0	0	-1	44.865
108	0	0	0	0	-1	21.29
109	0	0	0	0	-1	31.4233333333333
110	0	0	0	0	-1	26.92
111	0	0	0	0	-1	24.845
112	188	189	3	111.25	-3	29.4264705882353
113	190	191	7	901.8	-3	35.1184210526316
114	192	193	3	174.45	-3	42.5433333333333
115	0	0	0	0	-1	15.57
116	194	195	1	190.5	-3	14.2955555555556
117	196	197	1	201.15	-3	26.0711111111111
118	198	199	8	42	-3	27.1042857142857
119	200	201	6	1082.05	-3	51.5016666666667
120	0	0	0	0	-1	17.64
121	0	0	0	0	-1	25.25
122	202	203	4	177	-3	31.6976923076923
123	204	205	7	775.35	-3	42.82
124	0	0	0	0	-1	55.296
125	0	0	0	0	-1	62.76
126	0	0	0	0	-1	53.168
127	0	0	0	0	-1	48.99
128	206	207	8	42	-3	53.4096153846154
129	208	209	5	13.75	-3	56.8115909090909
130	0	0	0	0	-1	40.25
131	210	211	6	887.45	-3	43.5591666666667
132	0	0	0	0	-1	65.5666666666667
133	0	0	0	0	-1	56
134	0	0	0	0	-1	22.6125
135	0	0	0	0	-1	23.14
136	0	0	0	0	-1	24.958
137	0	0	0	0	-1	24.1333333333333
138	212	213	4	173.15	-3	40.7217647058824
139	214	215	1	294.85	-3	49.366
140	0	0	0	0	-1	76.24
141	216	217	1	317.05	-3	49.09
142	218	219	1	435.5	-3	33.28
143	0	0	0	0	-1	40.2
144	0	0	0	0	-1	48.26
145	0	0	0	0	-1	52.61
146	220	221	6	811.5	-3	65.2175862068966
147	0	0	0	0	-1	71.8166666666667
148	222	223	5	16.2	-3	54.6583333333333
149	224	225	8	42	-3	63.8928571428571
150	226	227	7	852.9	-3	6.71043478260869
151	228	229	1	161.9	-3	10.0766666666667
152	0	0	0	0	-1	11.55
153	230	231	2	223.8	-3	8.56
154	232	233	5	6.5	-3	13.3422222222222
155	234	235	6	1003	-3	10.9853333333333
156	236	237	2	5.5	-3	14.2025641025641
157	0	0	0	0	-1	26.26
158	238	239	3	189.5	-3	12.815
159	240	241	5	9.5	-3	32.3517073170732
160	242	243	6	1022.5	-3	27.4246808510638
161	244	245	3	104.3	-3	18.6221212121212
162	246	247	1	288	-3	23.712
163	0	0	0	0	-1	34.8566666666667
164	248	249	6	825.9	-3	42.9433333333333
165	0	0	0	0	-1	23.84
166	0	0	0	0	-1	48.7025
167	250	251	4	188.9	-3	32.3713793103448
168	252	253	5	4.95	-3	32.6225
169	254	255	2	49.05	-3	42.1757142857143
170	0	0	0	0	-1	38.705
171	256	257	2	152	-3	49.89
172	0	0	0	0	-1	33.88
173	258	259	4	194.5	-3	32.5875
174	260	261	2	71.25	-3	40.2526315789474
175	262	263	5	1.5	-3	53.6153333333333
176	264	265	1	309.15	-3	33.129
177	0	0	0	0	-1	46.23
178	266	267	1	361	-3	54.88
179	268	269	7	704	-3	50.68125
180	0	0	0	0	-1	58.1
181	0	0	0	0	-1	61.4333333333333
182	270	271	8	42	-3	35.4825
183	0	0	0	0	-1	46.5
184	0	0	0	0	-1	34.958
185	0	0	0	0	-1	57.22
186	0	0	0	0	-1	65.91
187	272	273	3	70.8	-3	57.0169230769231
188	274	275	8	21	-3	26.8075
189	0	0	0	0	-1	35.712
190	276	277	3	110.75	-3	33.596875
191	278	279	8	42	-3	43.2333333333333
192	280	281	8	21	-3	43.0881818181818
193	0	0	0	0	-1	41.045
194	0	0	0	0	-1	9.975
195	0	0	0	0	-1	17.752
196	282	283	4	164.25	-3	21.62
197	0	0	0	0	-1	34.9733333333333
198	0	0	0	0	-1	20.604
199	0	0	0	0	-1	43.355
200	0	0	0	0	-1	37.27
201	0	0	0	0	-1	54.348
202	284	285	4	174.5	-3	33.3563636363636
203	0	0	0	0	-1	22.575
204	286	287	2	189.25	-3	41.48
205	0	0	0	0	-1	52.2
206	288	289	1	268.6	-3	41.991875
207	290	291	3	12.25	-3	71.678
208	292	293	8	17.5	-3	57.7308333333333
209	294	295	8	17.5	-3	52.675
210	296	297	2	178.75	-3	43.97375
211	0	0	0	0	-1	42.73
212	298	299	4	162.3	-3	39.3991666666667
213	0	0	0	0	-1	43.896
214	0	0	0	0	-1	52.83
215	300	301	3	104.1	-3	47.8814285714286
216	0	0	0	0	-1	52.5833333333333
217	0	0	0	0	-1	38.61
218	0	0	0	0	-1	32.864
219	0	0	0	0	-1	35.36
220	0	0	0	0	-1	41.37
221	302	303	5	10.8	-3	66.0692857142857
