1	2	3	4	175.55	-3	35.9837669902913
2	4	5	8	5	-3	45.075831202046
3	6	7	8	21	-3	30.4203912363067
4	8	9	3	87.6	-3	25.7398333333333
5	10	11	2	93.6	-3	48.5808459214501
6	12	13	8	5	-3	19.0536190476191
7	14	15	1	303	-3	35.9845454545455
8	16	17	2	194.95	-3	33.8512903225806
9	18	19	6	1006.35	-3	17.0689655172414
10	20	21	5	14.95	-3	43.1900510204082
11	22	23	3	105.7	-3	56.4074814814815
12	24	25	3	118.45	-3	14.1684375
13	26	27	7	621.5	-3	21.1950684931507
14	28	29	7	865.35	-3	31.2629151291513
15	30	31	7	774.5	-3	44.0830379746835
16	32	33	4	152.45	-3	35.1303846153846
17	0	0	0	0	-1	27.2
18	34	35	3	98.1	-3	21.0611111111111
19	36	37	6	1083.8	-3	15.2725
20	38	39	7	729.3	-3	45.2687005649718
21	40	41	4	149.9	-3	23.8257894736842
22	42	43	6	958.4	-3	58.6790350877193
23	44	45	2	179	-3	44.0761904761905
24	46	47	5	7.95	-3	13.4028571428571
25	48	49	5	4.2	-3	19.5275
26	50	51	2	71.25	-3	33.60625
27	52	53	7	763.65	-3	19.6675384615385
28	54	55	8	42	-3	32.3604526748971
29	56	57	3	132.5	-3	21.7378571428571
30	58	59	3	30	-3	48.3928421052632
31	60	61	5	1.5	-3	37.584126984127
32	62	63	4	132.2	-3	38.64
33	64	65	1	493	-3	32.936875
34	0	0	0	0	-1	22.7133333333333
35	66	67	2	71.05	-3	20.235
36	68	69	6	1057.5	-3	14.3158823529412
37	0	0	0	0	-1	20.6933333333333
38	70	71	8	73	-3	60.4816666666667
39	72	73	1	213.05	-3	42.8823529411765
40	0	0	0	0	-1	53.2333333333333
41	74	75	7	665	-3	18.311875
42	76	77	8	42	-3	61.9133333333333
43	78	79	8	42	-3	48.2574074074074
44	80	81	4	172.55	-3	42.468
45	0	0	0	0	-1	76.24
46	82	83	8	2	-3	11.9652830188679
47	0	0	0	0	-1	38.8
48	0	0	0	0	-1	24.446
49	0	0	0	0	-1	11.33
50	84	85	2	23.75	-3	37.805
51	0	0	0	0	-1	29.4075
52	86	87	1	392.5	-3	23.1416393442623
53	88	89	8	10.5	-3	16.596231884058
54	90	91	3	188.5	-3	29.8301156069364
55	92	93	4	194.05	-3	38.614
56	94	95	7	917.5	-3	26.0875
