1	2	3	4	175.3	-3	36.1861262135922
2	4	5	3	69	-3	45.4807512953368
3	6	7	4	224.7	-3	30.6151242236025
4	8	9	6	826.55	-3	55.1707643312102
5	10	11	1	216.55	-3	38.8373799126638
6	12	13	6	885.95	-3	29.2990068493151
7	14	15	2	213.75	-3	43.4253333333333
8	0	0	0	0	-1	41.37
9	16	17	8	10.5	-3	55.7191390728477
10	18	19	5	15.5	-3	31.7308035714286
11	20	21	2	161.5	-3	45.6402564102564
12	22	23	1	296.9	-3	35.913152173913
13	24	25	7	712.6	-3	28.0622154471545
14	26	27	5	2.9	-3	44.6540740740741
15	0	0	0	0	-1	32.3666666666667
16	28	29	1	350.25	-3	38.5155555555556
17	30	31	8	42	-3	63.0225471698113
18	32	33	8	21	-3	32.4087735849057
19	34	35	4	163.2	-3	19.7533333333333
20	36	37	3	124.6	-3	45.1080869565217
21	0	0	0	0	-1	76.24
22	38	39	2	7.5	-3	27.4342553191489
23	40	41	2	72.4	-3	44.7688888888889
24	42	43	4	195.5	-3	35.3016279069767
25	44	45	8	21	-3	26.5287438423645
26	46	47	1	318.25	-3	45.672
27	0	0	0	0	-1	31.93
28	48	49	8	5	-3	30.3583333333333
29	50	51	6	874.05	-3	41.4818181818182
30	52	53	6	968.2	-3	59.0675806451613
31	54	55	1	368.3	-3	68.5954545454546
32	56	57	8	8.5	-3	20.4691489361702
33	58	59	3	179.3	-3	41.92
34	0	0	0	0	-1	16.434
35	0	0	0	0	-1	36.35
36	60	61	5	8.95	-3	43.2127835051546
37	62	63	8	21	-3	55.3216666666667
38	64	65	6	821.6	-3	17.8638461538462
39	66	67	1	156.5	-3	31.0935294117647
40	68	69	5	1.95	-3	38.2664516129032
41	70	71	7	699.05	-3	59.1671428571428
42	72	73	2	286.5	-3	40.5787234042553
43	74	75	2	68	-3	28.9420512820513
44	76	77	4	190.15	-3	16.7766459627329
45	78	79	8	42	-3	32.9372653061224
46	80	81	8	225	-3	48.8038095238095
47	82	83	1	337.25	-3	43.4041379310345
48	0	0	0	0	-1	24.16
49	84	85	2	206.7	-3	34.7857142857143
50	86	87	8	5	-3	37.3692307692308
51	88	89	2	100.5	-3	44.155
52	90	91	4	166.4	-3	64.18
53	92	93	2	119.35	-3	53.9551612903226
54	94	95	2	143.4	-3	74.7775
55	96	97	8	135.5	-3	65.0628571428572
56	98	99	5	4.9	-3	14.8446153846154
57	100	101	6	1056.45	-3	27.4328571428571
58	102	103	3	151.75	-3	42.3743103448276
59	0	0	0	0	-1	15.57
60	104	105	3	108.6	-3	32.9444444444444
61	106	107	2	39.3	-3	44.2629545454546
62	108	109	8	5	-3	36.005
63	110	111	6	862.5	-3	64.98
64	0	0	0	0	-1	31.42
65	112	113	3	180.55	-3	11.8388888888889
66	114	115	5	5.85	-3	27.305
67	116	117	8	17.5	-3	34.4611111111111
68	0	0	0	0	-1	20.4066666666667
69	118	119	8	42	-3	40.18
70	0	0	0	0	-1	50.604
71	120	121	5	8.45	-3	63.9244444444444
72	122	123	5	9.75	-3	43.3071794871795
73	124	125	1	219.35	-3	27.2775
74	126	127	8	5	-3	34.7758823529412
75	128	129	1	277.75	-3	24.4340909090909
76	130	131	1	166.75	-3	19.378947368421
77	132	133	7	792.8	-3	14.4498823529412
78	134	135	1	284.5	-3	28.966690647482
79	136	137	4	184.55	-3	38.1439622641509
80	0	0	0	0	-1	45.3036363636364
81	0	0	0	0	-1	52.654
82	0	0	0	0	-1	37.154
83	138	139	7	632	-3	44.70625
84	0	0	0	0	-1	35.825
85	0	0	0	0	-1	33.4
86	140	141	1	406.8	-3	32.4875
87	0	0	0	0	-1	45.18
88	0	0	0	0	-1	49.055
89	142	143	5	20.3	-3	42.93
90	144	145	5	11.85	-3	65.2118518518519
91	0	0	0	0	-1	57.215
92	146	147	1	480	-3	64.74375
93	148	149	1	284.5	-3	42.4473333333333
94	0	0	0	0	-1	66.95
95	150	151	4	169.9	-3	76.5838461538462
96	152	153	5	30.2	-3	64.5584615384615
97	0	0	0	0	-1	71.62
98	0	0	0	0	-1	18.9933333333333
99	154	155	6	1057.15	-3	14.3034782608696
100	156	157	6	1002.1	-3	30.4046153846154
101	158	159	1	201.35	-3	22.60375
102	160	161	5	12.95	-3	40.4009756097561
103	162	163	8	42	-3	47.1335294117647
104	0	0	0	0	-1	36.8
105	164	165	8	21	-3	31.0166666666667
106	166	167	1	252.05	-3	42.9908
107	168	169	2	135.9	-3	51.6023076923077
108	0	0	0	0	-1	28.615
109	0	0	0	0	-1	39.7
110	0	0	0	0	-1	72.8533333333333
111	170	171	8	42	-3	62.3555555555556
112	172	173	6	850.5	-3	10.14
113	0	0	0	0	-1	15.2366666666667
114	0	0	0	0	-1	31.0875
115	174	175	1	148	-3	26.0441666666667
116	0	0	0	0	-1	18.765
117	176	177	1	262.75	-3	36.423125
118	178	179	4	210.75	-3	36.5958333333333
119	0	0	0	0	-1	61.685
