1	2	3	8	21	-3	35.5573980582524
2	4	5	6	885.95	-3	22.6545915492958
3	6	7	4	175.55	-3	42.3433185185185
4	8	9	4	154.6	-3	36.8221875
5	10	11	7	621.5	-3	21.2509907120743
6	12	13	2	179	-3	53.0782186234818
7	14	15	8	42	-3	36.1481775700935
8	16	17	5	25.8	-3	44.8461538461538
9	18	19	3	136.5	-3	31.3321052631579
10	20	21	4	187.75	-3	33.3107142857143
11	22	23	3	12.25	-3	20.7045954692557
12	24	25	1	319.7	-3	49.6850738916256
13	26	27	1	204.9	-3	68.7329545454545
14	28	29	4	185.75	-3	32.1655477031802
15	30	31	6	885.95	-3	43.9211724137931
16	32	33	8	5	-3	46.6666666666667
17	0	0	0	0	-1	40.75
18	34	35	1	371.4	-3	34.02375
19	0	0	0	0	-1	16.9766666666667
20	0	0	0	0	-1	38.2025
21	36	37	7	603.5	-3	31.354
22	38	39	6	957	-3	18.1962790697674
23	40	41	8	5	-3	23.8537226277372
24	42	43	1	162	-3	44.0187218045113
25	44	45	1	448.5	-3	60.4511428571429
26	0	0	0	0	-1	38.1066666666667
27	46	47	1	381.95	-3	70.9739024390244
28	48	49	7	788.95	-3	30.0585585585586
29	50	51	6	823	-3	33.5252906976744
30	52	53	2	72.4	-3	67.764
31	54	55	8	225	-3	42.155037037037
32	0	0	0	0	-1	33.4
33	56	57	4	140.05	-3	48.325
34	0	0	0	0	-1	25.2
35	58	59	1	483	-3	35.2842857142857
36	0	0	0	0	-1	31.58
37	0	0	0	0	-1	30.8266666666667
38	60	61	5	4.75	-3	23.2726229508197
39	62	63	4	162.35	-3	15.4065765765766
40	64	65	6	967.05	-3	18.6088157894737
41	66	67	7	729.3	-3	30.3883606557377
42	68	69	2	164.1	-3	27.265
43	70	71	5	7.7	-3	46.6410434782609
44	72	73	5	11.5	-3	58.3851785714286
45	74	75	5	3.25	-3	68.715
46	76	77	2	189.1	-3	69.9359459459459
47	0	0	0	0	-1	80.575
48	78	79	4	183.9	-3	33.9671014492754
49	80	81	5	1.5	-3	23.637380952381
50	82	83	3	127.8	-3	44.1666666666667
51	84	85	3	107.8	-3	32.2814935064935
52	0	0	0	0	-1	62.628
53	0	0	0	0	-1	72.9
54	86	87	5	6.65	-3	40.6588888888889
55	88	89	7	725.5	-3	46.2694444444444
56	0	0	0	0	-1	45.7
57	0	0	0	0	-1	49.2
58	90	91	8	5	-3	37.135
59	0	0	0	0	-1	30.6575
60	92	93	7	919	-3	17.2007142857143
61	94	95	2	147.65	-3	36.6947368421053
62	0	0	0	0	-1	31.2
63	96	97	6	973.7	-3	15.1167889908257
64	98	99	5	6.15	-3	24.2035
65	100	101	4	165.7	-3	16.6107142857143
66	0	0	0	0	-1	52.01
67	102	103	6	1065.9	-3	29.6554237288136
68	104	105	2	74.5	-3	21.2292307692308
69	0	0	0	0	-1	42.958
70	106	107	5	7.55	-3	38.8165
71	108	109	4	144.7	-3	48.2883157894737
72	110	111	2	106.85	-3	66.3283333333333
73	112	113	5	16.2	-3	56.2188636363636
74	114	115	7	658.5	-3	72.2414285714286
75	116	117	7	773.5	-3	65.1885714285714
76	118	119	1	350.25	-3	73.8245
77	120	121	2	195.45	-3	65.3611764705882
78	122	123	6	859.5	-3	37.2473170731707
79	124	125	1	189.85	-3	29.1639285714286
80	126	127	7	839	-3	17.8645454545455
81	128	129	6	934.45	-3	25.6858064516129
82	130	131	6	814.5	-3	53.3542857142857
83	132	133	1	159.5	-3	38.32
84	134	135	4	191.65	-3	35.7409174311927
85	136	137	3	142.75	-3	23.902
86	138	139	1	378	-3	40.0258064516129
87	140	141	2	49.05	-3	50.4716666666667
88	142	143	7	603.5	-3	52.3954545454545
89	144	145	4	192.5	-3	36.6428571428571
90	146	147	1	431.5	-3	34.59375
91	0	0	0	0	-1	47.3
92	148	149	4	165.85	-3	19.0657142857143
93	150	151	1	204	-3	7.87571428571428
94	0	0	0	0	-1	50.45
95	152	153	4	179.35	-3	35.0764705882353
96	154	155	8	5	-3	12.9730303030303
97	156	157	8	5	-3	16.0476315789474
98	0	0	0	0	-1	9.518
99	158	159	7	846	-3	29.0986666666667
100	160	161	2	75.8	-3	18.296
101	162	163	7	753.9	-3	13.8019047619048
102	164	165	1	251.6	-3	30.6151851851852
103	0	0	0	0	-1	19.29
104	166	167	7	754	-3	15.3028571428571
105	168	169	5	12.7	-3	28.1433333333333
106	170	171	3	172.95	-3	41.4586666666667
107	0	0	0	0	-1	30.89
108	172	173	7	811.55	-3	58.1069230769231
109	174	175	7	782.7	-3	46.7317073170732
110	176	177	7	731	-3	68.2733333333333
111	0	0	0	0	-1	60.4933333333333
112	178	179	6	895.05	-3	52.9514814814815
113	180	181	3	81.5	-3	61.4082352941176
114	0	0	0	0	-1	67.68
115	0	0	0	0	-1	78.3233333333333
116	0	0	0	0	-1	78.8
117	0	0	0	0	-1	59.744
118	182	183	8	42	-3	70.6877777777778
119	184	185	8	42	-3	76.3909090909091
120	186	187	7	720.85	-3	61.0228571428571
121	188	189	1	299.8	-3	68.398
122	0	0	0	0	-1	65.175
123	190	191	4	183.35	-3	34.2281081081081
124	192	193	3	97.5	-3	19.8966666666667
125	194	195	1	381.7	-3	31.6913636363636
126	0	0	0	0	-1	19.97
127	0	0	0	0	-1	12.25
128	196	197	4	180	-3	30.435
129	198	199	7	816.45	-3	19.11
130	0	0	0	0	-1	56.615
131	0	0	0	0	-1	49.0066666666667
132	0	0	0	0	-1	31.99
133	200	201	2	103.5	-3	40.69375
134	202	203	4	190.95	-3	42.3719230769231
135	204	205	4	193.55	-3	33.663734939759
136	206	207	3	118.25	-3	28.4126086956522
137	208	209	3	143.1	-3	19.1863636363636
138	210	211	3	131.3	-3	38.2242105263158
139	212	213	7	603.5	-3	48.08
140	0	0	0	0	-1	39.59
141	0	0	0	0	-1	52.648
142	214	215	1	403.75	-3	42.2116666666667
143	216	217	6	1028.5	-3	56.214375
144	218	219	1	237.8	-3	39.89
145	220	221	4	195	-3	32.3133333333333
146	0	0	0	0	-1	32.07
147	0	0	0	0	-1	38.8
148	0	0	0	0	-1	50.51
149	222	223	2	58	-3	16.1178125
150	0	0	0	0	-1	7.1275
151	0	0	0	0	-1	8.87333333333333
152	224	225	8	5	-3	33.8538461538462
153	0	0	0	0	-1	39.05
154	226	227	4	188.5	-3	9.77894736842105
155	228	229	6	961.3	-3	17.3078571428571
156	0	0	0	0	-1	11.135
157	230	231	4	182	-3	17.156935483871
158	232	233	4	159.5	-3	30.2769230769231
159	0	0	0	0	-1	21.44
160	234	235	4	132.55	-3	17.1565625
161	0	0	0	0	-1	30.45
162	0	0	0	0	-1	18.7566666666667
163	236	237	6	1062.6	-3	12.9761111111111
164	238	239	3	165.4	-3	25.9294285714286
165	240	241	7	791.75	-3	39.2468421052632
166	0	0	0	0	-1	13.46
167	0	0	0	0	-1	16.685
168	0	0	0	0	-1	29.07
169	0	0	0	0	-1	27.68
170	242	243	5	4.9	-3	39.3884615384615
171	0	0	0	0	-1	54.915
172	244	245	5	11.95	-3	62.183
173	0	0	0	0	-1	44.52
174	246	247	6	925	-3	51.88875
175	248	249	6	1006.9	-3	41.8202380952381
176	0	0	0	0	-1	54.77
177	250	251	1	380.4	-3	69.96125
178	0	0	0	0	-1	56.4
179	252	253	4	155.45	-3	52.6756
180	254	255	5	21	-3	62.29125
181	0	0	0	0	-1	47.28
182	256	257	4	160.5	-3	73.45
183	0	0	0	0	-1	65.1633333333333
184	0	0	0	0	-1	71.3
185	0	0	0	0	-1	78.3
186	0	0	0	0	-1	53.58
187	0	0	0	0	-1	64
188	0	0	0	0	-1	74.895
189	258	259	6	949.5	-3	64.0666666666667
190	260	261	2	56.55	-3	33.1038888888889
191	0	0	0	0	-1	74.7
192	0	0	0	0	-1	17.9
193	0	0	0	0	-1	23.89
194	262	263	1	233.1	-3	29.9670588235294
195	0	0	0	0	-1	37.554
196	264	265	6	887.55	-3	37.2985714285714
197	266	267	3	150.5	-3	26.0672727272727
198	0	0	0	0	-1	13.05
199	268	269	1	232.85	-3	22.8975
200	270	271	7	785.2	-3	40.8157142857143
201	0	0	0	0	-1	39.84
202	272	273	2	134.8	-3	41.4304
203	0	0	0	0	-1	65.91
204	274	275	1	156	-3	29.4733333333333
205	276	277	4	195.35	-3	36.4294
206	278	279	2	141.8	-3	20.7328571428571
207	280	281	6	912	-3	31.7725
208	282	283	4	193.15	-3	10.6466666666667
209	284	285	3	169.95	-3	22.38875
210	286	287	7	751.7	-3	38.76375
211	0	0	0	0	-1	28.5125
212	288	289	2	71.25	-3	41.7066666666667
213	290	291	6	938.1	-3	51.5563636363636
214	0	0	0	0	-1	40.71
215	0	0	0	0	-1	42.9625
216	0	0	0	0	-1	53.262
217	0	0	0	0	-1	61.135
218	0	0	0	0	-1	44.5
219	292	293	7	853	-3	38.3533333333333
220	0	0	0	0	-1	28.77
221	0	0	0	0	-1	35.8566666666667
222	294	295	7	868.95	-3	20.5407692307692
223	296	297	6	939.9	-3	13.0915789473684
224	298	299	1	350.25	-3	31.5666666666667
225	0	0	0	0	-1	35.8142857142857
226	0	0	0	0	-1	6.27
227	300	301	7	790.55	-3	9.97388888888889
228	0	0	0	0	-1	10.57
229	302	303	2	172.4	-3	18.4308333333333
230	0	0	0	0	-1	7.84
231	304	305	1	335	-3	17.3096721311475
232	306	307	3	117.5	-3	28.0716666666667
233	0	0	0	0	-1	32.1671428571429
234	0	0	0	0	-1	7.75
235	308	309	4	150.45	-3	17.46
236	310	311	2	22.6	-3	12.2046153846154
237	0	0	0	0	-1	14.982
238	312	313	5	2.65	-3	24.798275862069
239	314	315	7	773.7	-3	31.3966666666667
240	0	0	0	0	-1	43.778
241	316	317	1	252.05	-3	37.6285714285714
242	0	0	0	0	-1	36.78
243	318	319	4	172.1	-3	41.01875
244	0	0	0	0	-1	61.2385714285714
245	0	0	0	0	-1	64.3866666666667
246	0	0	0	0	-1	35.2
247	320	321	1	276.15	-3	53.2418918918919
248	322	323	2	64.45	-3	45.2061538461538
249	324	325	5	11.05	-3	36.318125
250	0	0	0	0	-1	66.1566666666667
251	0	0	0	0	-1	72.244
252	326	327	3	48.5	-3	53.7588888888889
253	328	329	8	42	-3	52.06625
254	0	0	0	0	-1	62.8661538461538
255	0	0	0	0	-1	59.8
256	0	0	0	0	-1	67.87
257	0	0	0	0	-1	76.24
258	0	0	0	0	-1	63.2333333333333
259	0	0	0	0	-1	64.9
260	330	331	6	1011.5	-3	24.51375
261	332	333	6	928.8	-3	35.5582142857143
262	0	0	0	0	-1	34.445
263	334	335	7	783.5	-3	28.5892307692308
