1	2	3	4	175.65	-3	35.5024077669903
2	4	5	3	95.3	-3	43.8086111111111
3	6	7	6	937.2	-3	30.3143059936908
4	8	9	4	149.4	-3	54.6186335403727
5	10	11	7	894.4	-3	36.4025957446809
6	12	13	7	834.1	-3	36.9151293103448
7	14	15	3	130.8	-3	26.5048756218905
8	16	17	7	801.85	-3	61.3990476190476
9	18	19	6	1015	-3	52.2255462184874
10	20	21	1	201.35	-3	37.3441262135922
11	22	23	1	203.6	-3	29.7144827586207
12	24	25	2	191	-3	40.9687894736842
13	26	27	8	59	-3	18.5771428571429
14	28	29	7	679.1	-3	27.0486206896552
15	30	31	7	670.25	-3	18.3052
16	32	33	8	17.5	-3	72.1341666666667
17	34	35	8	17.5	-3	57.105
18	36	37	5	10.05	-3	50.2467777777778
19	38	39	5	11.65	-3	58.3665517241379
20	40	41	2	6.8	-3	30.4284210526316
21	42	43	1	372	-3	43.262972972973
22	44	45	8	42	-3	28.1063636363636
23	46	47	5	9.55	-3	30.6972222222222
24	48	49	3	165.7	-3	42.208527607362
25	50	51	1	214.75	-3	33.4844444444444
26	52	53	2	215	-3	16.2908823529412
27	0	0	0	0	-1	28.29375
28	54	55	8	42	-3	40.4351428571429
29	56	57	8	10.5	-3	25.6786549707602
30	0	0	0	0	-1	28.16
31	58	59	1	159.8	-3	15.8415
32	0	0	0	0	-1	52.9266666666667
33	60	61	7	777.9	-3	78.5366666666667
34	62	63	7	846.3	-3	44.04
35	64	65	8	42	-3	63.6375
36	66	67	8	17.5	-3	42.8876923076923
37	68	69	8	17.5	-3	51.4892207792208
38	70	71	8	10.5	-3	64.862
39	72	73	6	1101.65	-3	43.9322222222222
40	74	75	5	10.75	-3	23.4272727272727
41	76	77	2	62.75	-3	34.1548387096774
42	78	79	8	21	-3	42.0884466019417
43	80	81	4	163	-3	58.385
44	82	83	6	1001.8	-3	21.4616666666667
45	0	0	0	0	-1	36.08
46	0	0	0	0	-1	30.946
47	84	85	8	21	-3	30.6015384615385
48	86	87	7	708.8	-3	43.1917834394904
49	88	89	4	223.85	-3	16.48
50	90	91	1	162.5	-3	35.9138461538462
51	92	93	1	262.75	-3	31.2285714285714
52	94	95	8	5	-3	14.6822580645161
53	0	0	0	0	-1	32.9133333333333
54	96	97	1	314.5	-3	36.0462068965517
55	98	99	5	5.15	-3	61.6483333333333
