1	2	3	4	0.0586351	-3	0.00374826
2	0	0	0	0	-1	0.230623
3	4	21	7	0.330549	-3	-0.00166426
4	5	20	7	0.324719	-3	0.0222171
5	6	19	1	0.204993	-3	0.00842677
6	7	18	2	0.116461	-3	-0.00172962
7	8	9	8	21	-3	-0.00970177
8	0	0	0	0	-1	0.0383261
9	10	11	4	0.0678192	-3	-0.0267551
10	0	0	0	0	-1	-0.205074
11	12	13	1	0.0752851	-3	-0.012824
12	0	0	0	0	-1	0.0473654
13	14	17	1	0.12451	-3	-0.0354759
14	15	16	6	0.437543	-3	-0.0900551
15	0	0	0	0	-1	-0.138175
16	0	0	0	0	-1	0.0206205
17	0	0	0	0	-1	-0.00545732
18	0	0	0	0	-1	0.133797
19	0	0	0	0	-1	0.0998344
20	0	0	0	0	-1	0.104214
21	22	29	5	0.00280021	-3	-0.0266135
22	23	24	8	5	-3	0.00472406
23	0	0	0	0	-1	-0.0604687
24	25	28	6	0.416439	-3	0.0158832
25	26	27	1	0.120586	-3	0.0582809
26	0	0	0	0	-1	0.0227505
27	0	0	0	0	-1	0.147107
28	0	0	0	0	-1	-0.00992415
29	30	33	5	0.00562528	-3	-0.0617332
30	31	32	3	0.0520985	-3	-0.0773289
31	0	0	0	0	-1	-0.0954557
32	0	0	0	0	-1	-0.0214377
33	0	0	0	0	-1	0.0231762
