1	2	3	4	0.0544967	-3	0.00531197
2	0	0	0	0	-1	-0.283515
3	4	7	4	0.0616391	-3	0.0110313
4	5	6	6	0.411694	-3	0.22505
5	0	0	0	0	-1	0.0445367
6	0	0	0	0	-1	0.471204
7	8	31	6	0.459842	-3	-0.000585551
8	9	12	7	0.277876	-3	0.00755465
9	10	11	4	0.0834311	-3	0.172173
10	0	0	0	0	-1	0.347617
11	0	0	0	0	-1	-0.0252009
12	13	30	1	0.196795	-3	-0.00606344
13	14	25	1	0.156506	-3	0.00118438
14	15	24	1	0.148931	-3	-0.0155466
15	16	17	1	0.0576127	-3	-0.00541059
16	0	0	0	0	-1	-0.188711
17	18	21	6	0.448457	-3	0.000599254
18	19	20	7	0.301963	-3	-0.011781
19	0	0	0	0	-1	-0.122685
20	0	0	0	0	-1	-0.00157784
21	22	23	6	0.45486	-3	0.106218
22	0	0	0	0	-1	0.181758
23	0	0	0	0	-1	-0.0379938
24	0	0	0	0	-1	-0.160676
25	26	29	6	0.38295	-3	0.100103
26	27	28	4	0.0639837	-3	0.164275
27	0	0	0	0	-1	0.037529
28	0	0	0	0	-1	0.291021
29	0	0	0	0	-1	0.0179626
30	0	0	0	0	-1	-0.174042
31	32	33	7	0.270812	-3	-0.107126
32	0	0	0	0	-1	-0.259035
33	0	0	0	0	-1	-0.0344747
