1	2	3	4	0.0591837	-3	0.00900846
2	0	0	0	0	-1	-0.144885
3	4	5	4	0.0616391	-3	0.0152264
4	0	0	0	0	-1	0.25477
5	6	33	5	0.00687238	-3	0.00927498
6	7	22	3	0.0383087	-3	0.0136123
7	8	11	8	5	-3	-0.0084123
8	9	10	7	0.307937	-3	-0.126615
9	0	0	0	0	-1	-0.324667
10	0	0	0	0	-1	-0.0605981
11	12	21	3	0.0285257	-3	0.0101293
12	13	18	5	0.00427154	-3	0.0192795
13	14	17	4	0.0788787	-3	-0.000422543
14	15	16	1	0.13643	-3	-0.0938203
15	0	0	0	0	-1	-0.164638
16	0	0	0	0	-1	0.0194875
17	0	0	0	0	-1	0.0429407
18	19	20	2	0.0840972	-3	0.141671
19	0	0	0	0	-1	0.0432734
20	0	0	0	0	-1	0.367985
21	0	0	0	0	-1	-0.117973
22	23	32	2	0.0606932	-3	0.0501137
23	24	31	2	0.0535265	-3	0.0639598
24	25	26	4	0.0670371	-3	0.0459625
25	0	0	0	0	-1	0.139282
26	27	30	5	0.00308071	-3	0.0190738
27	28	29	1	0.0804562	-3	0.0708106
28	0	0	0	0	-1	0.249253
29	0	0	0	0	-1	0.0262
30	0	0	0	0	-1	-0.0344469
31	0	0	0	0	-1	0.337519
32	0	0	0	0	-1	-0.0900783
33	0	0	0	0	-1	-0.195879
